"";"title";"artist";"artist_bio";"artist_birth_year";"artist_death_year";"num_artists";"n_female_artists";"n_male_artists";"artist_gender";"year_acquired";"year_created";"circumference_cm";"depth_cm";"diameter_cm";"height_cm";"length_cm";"width_cm";"seat_height_cm";"purchase";"gift";"exchange";"classification";"department"
"122";"Personage, with Yellow Ochre and White";"Robert Motherwell";"(American, 1915-1991)";1915;1991;1;0;1;"Male";1957;1947;NA;NA;NA;182,8;NA;137;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"123";"Ondho";"Victor Vasarely";"(French, born Hungary 1908-1997)";1908;1997;1;0;1;"Male";1961;1956;NA;NA;NA;220;NA;180,4;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"124";"Pines and Rocks (Fontainebleau?)";"Paul Cézanne";"(French, 1839-1906)";1839;1906;1;0;1;"Male";1934;1897;NA;NA;NA;81,3;NA;65,4;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"125";"Christina's World";"Andrew Wyeth";"(American, 1917-2009)";1917;2009;1;0;1;"Male";1949;1948;NA;NA;NA;81,9;NA;121,3;NA;TRUE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"126";"The Empire of Light, II";"René Magritte";"(Belgian, 1898-1967)";1898;1967;1;0;1;"Male";1951;1950;NA;NA;NA;78,8;NA;99,1;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"127";"The Spherical Roof Around our Tribe (Revolvers)";"Roberto Matta";"(Chilean, 1911-2002)";1911;2002;1;0;1;"Male";1954;1952;NA;NA;NA;199,7;NA;294,5;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"128";"Lady in a Park";"August Macke";"(German, 1887-1914)";1887;1914;1;0;1;"Male";1956;1914;NA;NA;NA;97,8;NA;58,9;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"129";"Faust, I";"Jan Müller";"(American, born Germany. 1922-1958)";1922;1958;1;0;1;"Male";1957;1956;NA;NA;NA;173;NA;304,7;NA;TRUE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"130";"Bather";"Henri Matisse";"(French, 1869-1954)";1869;1954;1;0;1;"Male";1936;1909;NA;NA;NA;92,7;NA;74;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"131";"Workers and Paintings";"Honoré Sharrer";"(American, 1920-2009)";1920;2009;1;1;0;"Female";1944;1943;NA;NA;NA;29,5;NA;94;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"132";"Dragon Fruit";"Roberto Ossaye";"(Guatemalan, 1927-1954)";1927;1954;1;0;1;"Male";1957;1953;NA;NA;NA;32,7;NA;47,5;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"133";"Constanza";"George McNeil";"(American, 1908-1995)";1908;1995;1;0;1;"Male";1959;1958;NA;NA;NA;121,6;NA;121,6;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"134";"Still Life with Ginger Jar, Sugar Bowl, and Oranges";"Paul Cézanne";"(French, 1839-1906)";1839;1906;1;0;1;"Male";1934;1902;NA;NA;NA;60,6;NA;73,3;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"135";"The Geranium";"Max Weber";"(American, born Russia. 1881-1961)";1881;1961;1;0;1;"Male";1944;1911;NA;NA;NA;101,3;NA;81,9;NA;FALSE;FALSE;TRUE;"Painting";"Painting & Sculpture"
"136";"Still Life -- Glove and Newspaper";"Joan Miró";"(Spanish, 1893-1983)";1893;1983;1;0;1;"Male";1955;1921;NA;NA;NA;116,8;NA;89,5;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"137";"Z II";"László Moholy-Nagy";"(American, born Hungary. 1895-1946)";1895;1946;1;0;1;"Male";1956;1925;NA;NA;NA;95,4;NA;75,1;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"138";"Mother and Child";"Abraham Rattner";"(American, 1893-1978)";1893;1978;1;0;1;"Male";1940;1938;NA;NA;NA;73;NA;100;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"139";"Fugue";"John Tunnard";"(British, 1900-1971)";1900;1971;1;0;1;"Male";1943;1938;NA;NA;NA;61;NA;86,7;NA;FALSE;FALSE;TRUE;"Painting";"Painting & Sculpture"
"140";"The Two Musicians";"Max Weber";"(American, born Russia. 1881-1961)";1881;1961;1;0;1;"Male";1944;1917;NA;NA;NA;101,9;NA;76,5;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"141";"Cwn Tryfan Rock";"John Piper";"(British, 1903-1992)";1903;1992;1;0;1;"Male";1951;1950;NA;NA;NA;63,8;NA;76,2;NA;TRUE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"142";"Two Russians";"Emil Nolde";"(German, 1867-1956)";1867;1956;1;0;1;"Male";1954;1915;NA;NA;NA;73,4;NA;90;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"143";"Landscape with Yellow Nudes";"Otto Mueller";"(German, 1874-1930)";1874;1930;1;0;1;"Male";1955;1919;NA;NA;NA;70,2;NA;90,8;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"144";"A Good Circular God";"Jeanne Reynal";"(American, 1903-1983)";1903;1983;1;1;0;"Female";1951;1948;NA;2,5;NA;94;NA;61,9;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"145";"Color Form Sychromy (Eidos)";"Morgan Russell";"(American, 1886-1953)";1886;1953;1;0;1;"Male";1951;1922;NA;NA;NA;36,8;NA;27;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"146";"No. 16 (Red, Brown, and Black)";"Mark Rothko";"(American, born Russia (now Latvia). 1903-1970)";1903;1970;1;0;1;"Male";1959;1958;NA;NA;NA;270,8;NA;297,8;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"147";"Still Life with Apples";"Paul Cézanne";"(French, 1839-1906)";1839;1906;1;0;1;"Male";1934;1895;NA;NA;NA;68,6;NA;92,7;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"148";"Nursery";"Stanley Spencer";"(British, 1891-1959)";1891;1959;1;0;1;"Male";1940;1936;NA;NA;NA;76,5;NA;91,8;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"149";"Dalmatian Scene";"Antonio Zoran Music";"(Italian, 1909-2005)";1909;2005;1;0;1;"Male";1953;1951;NA;NA;NA;54,3;NA;73;NA;TRUE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"150";"Murtsphde, 570";"Iaroslav Serpan";"(French, born Czechoslovakia. 1922-1976)";1922;1976;1;0;1;"Male";1959;1957;NA;NA;NA;146;NA;113,7;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"151";"Golden Tension";"Will Barnet";"(American, 1911-2012)";1911;2012;1;0;1;"Male";1960;1959;NA;NA;NA;162,5;NA;101,2;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"152";"Flower Festival: Feast of Santa Anita";"Diego Rivera";"(Mexican, 1886-1957)";1886;1957;1;0;1;"Male";1936;1931;NA;NA;NA;199,3;NA;162,5;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"153";"Painting";"Pierre Soulages";"(French, born 1919)";1919;NA;1;0;1;"Male";1959;1956;NA;NA;NA;150,5;NA;195;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"154";"On the Beach (Double Self-Portrait)";"Christian Bérard";"(French, 1902-1949)";1902;1949;1;0;1;"Male";1960;1933;NA;NA;NA;80,8;NA;116,7;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"155";"City Walls";"Niles Spencer";"(American, 1893-1952)";1893;1952;1;0;1;"Male";1936;1921;NA;NA;NA;100;NA;73;NA;FALSE;FALSE;TRUE;"Painting";"Painting & Sculpture"
"156";"Jean Cocteau";"Christian Bérard";"(French, 1902-1949)";1902;1949;1;0;1;"Male";1940;1928;NA;NA;NA;65,1;NA;54;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"157";"Washington Crossing the Delaware";"Larry Rivers";"(American, 1923-2002)";1923;2002;1;0;1;"Male";1955;1953;NA;NA;NA;212,4;NA;283,5;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"158";"Number 3, 1954";"Myron Stout";"(American, 1908-1987)";1908;1987;1;0;1;"Male";1959;1954;NA;NA;NA;50,9;NA;40,6;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"159";"Family Picture";"Max Beckmann";"(German, 1884-1950)";1884;1950;1;0;1;"Male";1935;1920;NA;NA;NA;65,1;NA;101;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"160";"Self-Portrait";"Oskar Kokoschka";"(Austrian, 1886-1980)";1886;1980;1;0;1;"Male";1940;1913;NA;NA;NA;81,6;NA;49,5;NA;TRUE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"161";"Forest Blizzard";"Jean-Paul Riopelle";"(Canadian, 1923-2002)";1923;2002;1;0;1;"Male";1954;1953;NA;NA;NA;170,5;NA;254,7;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"162";"The Shutters";"Giuseppe Guerreschi";"(Italian, 1929-1985)";1929;1985;1;0;1;"Male";1957;1956;NA;NA;NA;179,9;NA;109,2;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"163";"Kabuki";"Kumi Sugaï";"(Japanese, 1919-1996)";1919;1996;1;0;1;"Male";1959;1958;NA;NA;NA;145,8;NA;113,3;NA;TRUE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"164";"Painting";"Modest Cuixart";"(Spanish, 1925-2001)";1925;2001;1;0;1;"Male";1960;1958;NA;NA;NA;225;NA;130,1;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"165";"Biker";"Susan Rothenberg";"(American, born 1945)";1945;NA;1;1;0;"Female";1986;1985;NA;NA;NA;188,3;NA;175,2;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"166";"Untitled (6.8.84)";"Oliver Jackson";"(American, born 1935)";1935;NA;1;0;1;"Male";1989;1984;NA;NA;NA;275;NA;242,9;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"167";"Expectation";"Richard Oelze";"(German, 1900-1981)";1900;1981;1;0;1;"Male";1940;1935;NA;NA;NA;81,6;NA;100,6;NA;TRUE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"168";"Sounds in the Rock";"Theodoros Stamos";"(American, 1922-1997)";1922;1997;1;0;1;"Male";1947;1946;NA;NA;NA;122,2;NA;72,1;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"169";"Space";"Antoni Tàpies";"(Spanish, 1923-2012)";1923;2012;1;0;1;"Male";1959;1956;NA;NA;NA;194,6;NA;170;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"170";"Two Apples a Lemon and a Pear June 30 1985";"Donald Sultan";"(American, born 1951)";1951;NA;1;0;1;"Male";1986;1985;NA;NA;NA;123,2;NA;123,2;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"171";"Benny and Mary Ellen Andrews";"Alice Neel";"(American, 1900-1984)";1900;1984;1;1;0;"Female";1988;1972;NA;NA;NA;152,4;NA;127;NA;FALSE;TRUE;TRUE;"Painting";"Painting & Sculpture"
"172";"Trash and Trashcan";"Neil Jenney";"(American, born 1945)";1945;NA;1;0;1;"Male";1989;1970;NA;NA;NA;148,6;NA;141,3;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"173";"The World War had caused a great shortage in Northern industry and also citizens of foreign countries were returning home";"Jacob Lawrence";"(American, 1917-2000)";1917;2000;1;0;1;"Male";1942;1940;NA;NA;NA;30,4801;NA;45,7201;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"174";"In many of the communities the Negro press was read continually because of its attitude and its encouragement of the movement";"Jacob Lawrence";"(American, 1917-2000)";1917;2000;1;0;1;"Male";1942;1940;NA;NA;NA;45,7200914402;NA;30,4800609601;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"175";"Another of the social causes of the migrants' leaving was that at times they did not feel safe, or it was not the best thing to be found on the streets late at night. They were arrested on the slightest provocation";"Jacob Lawrence";"(American, 1917-2000)";1917;2000;1;0;1;"Male";1942;1940;NA;NA;NA;30,4800609601;NA;45,7200914402;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"176";"Child labor and a lack of education was one of the other reasons for people wishing to leave their homes";"Jacob Lawrence";"(American, 1917-2000)";1917;2000;1;0;1;"Male";1942;1940;NA;NA;NA;30,4800609601;NA;45,7200914402;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"177";"And people all over the South began to discuss this great movement";"Jacob Lawrence";"(American, 1917-2000)";1917;2000;1;0;1;"Male";1942;1940;NA;NA;NA;45,7200914402;NA;30,4800609601;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"178";"The labor agent who had been sent South by Northern industry was a very familiar person in the Negro counties";"Jacob Lawrence";"(American, 1917-2000)";1917;2000;1;0;1;"Male";1942;1940;NA;NA;NA;45,7200914402;NA;30,4800609601;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"179";"In every home people who had not gone North met and tried to decide if they should go North or not";"Jacob Lawrence";"(American, 1917-2000)";1917;2000;1;0;1;"Male";1942;1940;NA;NA;NA;30,4800609601;NA;45,7200914402;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"180";"The railroad stations in the South were crowded with people leaving for the North";"Jacob Lawrence";"(American, 1917-2000)";1917;2000;1;0;1;"Male";1942;1940;NA;0;NA;30,5;NA;45,7;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"181";"The Negro press was also influential in urging the people to leave the South";"Jacob Lawrence";"(American, 1917-2000)";1917;2000;1;0;1;"Male";1942;1940;NA;NA;NA;45,7200914402;NA;30,4800609601;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"182";"They arrived in great numbers into Chicago, the gateway of the West";"Jacob Lawrence";"(American, 1917-2000)";1917;2000;1;0;1;"Male";1942;1940;NA;0;NA;30,5;NA;45,7;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"183";"They also worked in large numbers on the railroad";"Jacob Lawrence";"(American, 1917-2000)";1917;2000;1;0;1;"Male";1942;1940;NA;NA;NA;30,4800609601;NA;45,7200914402;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"184";"The Negro was the largest source of labor to be found after all others had been exhausted";"Jacob Lawrence";"(American, 1917-2000)";1917;2000;1;0;1;"Male";1942;1940;NA;NA;NA;45,7200914402;NA;30,4800609601;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"185";"The migrants arrived in great numbers";"Jacob Lawrence";"(American, 1917-2000)";1917;2000;1;0;1;"Male";1942;1940;NA;NA;NA;30,4800609601;NA;45,7200914402;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"186";"They also made it very difficult for migrants leaving the South. They often went to railroad stations and arrested the Negroes wholesale, which in turn made them miss their train";"Jacob Lawrence";"(American, 1917-2000)";1917;2000;1;0;1;"Male";1942;1940;NA;NA;NA;45,7200914402;NA;30,4800609601;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"187";"Living conditions were better in the North";"Jacob Lawrence";"(American, 1917-2000)";1917;2000;1;0;1;"Male";1942;1940;NA;0;NA;30,5;NA;45,7;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"188";"Industries attempted to board their labor in quarters that were oftentimes very unhealthy. Labor camps were numerous";"Jacob Lawrence";"(American, 1917-2000)";1917;2000;1;0;1;"Male";1942;1940;NA;NA;NA;45,7200914402;NA;30,4800609601;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"189";"Housing for the Negroes was a very difficult problem";"Jacob Lawrence";"(American, 1917-2000)";1917;2000;1;0;1;"Male";1942;1940;NA;NA;NA;45,7200914402;NA;30,4800609601;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"190";"Race riots were very numerous all over the North because of the antagonism that was caused between the Negro and white workers. Many of these riots occurred because the Negro was used as a strike breaker in many of the Northern industries";"Jacob Lawrence";"(American, 1917-2000)";1917;2000;1;0;1;"Male";1942;1940;NA;NA;NA;45,7200914402;NA;30,4800609601;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"191";"One of the largest race riots occurred in East St. Louis";"Jacob Lawrence";"(American, 1917-2000)";1917;2000;1;0;1;"Male";1942;1940;NA;NA;NA;30,4800609601;NA;45,7200914402;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"192";"One of the main forms of social and recreational activities in which the migrants indulged occurred in the church";"Jacob Lawrence";"(American, 1917-2000)";1917;2000;1;0;1;"Male";1942;1940;NA;NA;NA;45,7200914402;NA;30,4800609601;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"193";"Among one of the last groups to leave the South was the Negro professional who was forced to follow his clientele to make a living";"Jacob Lawrence";"(American, 1917-2000)";1917;2000;1;0;1;"Male";1942;1940;NA;NA;NA;30,4800609601;NA;45,7200914402;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"194";"In the North the Negro had better educational facilities";"Jacob Lawrence";"(American, 1917-2000)";1917;2000;1;0;1;"Male";1942;1940;NA;NA;NA;30,4800609601;NA;45,7200914402;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"195";"The trains were packed continually with migrants";"Jacob Lawrence";"(American, 1917-2000)";1917;2000;1;0;1;"Male";1942;1940;NA;NA;NA;45,7200914402;NA;30,4800609601;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"196";"And the migrants kept coming";"Jacob Lawrence";"(American, 1917-2000)";1917;2000;1;0;1;"Male";1942;1940;NA;0;NA;30,5;NA;45,7;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"197";"They did not always leave because they were promised work in the North. Many of them left because of Southern conditions, one of them being great floods that ruined the crops, and therefore they were unable to make a living where they were";"Jacob Lawrence";"(American, 1917-2000)";1917;2000;1;0;1;"Male";1942;1940;NA;NA;NA;45,7200914402;NA;30,4800609601;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"198";"They were very poor";"Jacob Lawrence";"(American, 1917-2000)";1917;2000;1;0;1;"Male";1942;1940;NA;0;NA;30,5;NA;45,7;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"199";"The railroad stations were at times so over-packed with people leaving that special guards had to be called in to keep order";"Jacob Lawrence";"(American, 1917-2000)";1917;2000;1;0;1;"Male";1942;1940;NA;0;NA;30,5;NA;45,7;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"200";"Among the social conditions that existed which was partly the cause of the migration was the injustice done to the Negroes in the courts";"Jacob Lawrence";"(American, 1917-2000)";1917;2000;1;0;1;"Male";1942;1940;NA;NA;NA;45,7200914402;NA;30,4800609601;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"201";"Although the Negro was used to lynching, he found this an opportune time for him to leave where one had occurred";"Jacob Lawrence";"(American, 1917-2000)";1917;2000;1;0;1;"Male";1942;1940;NA;NA;NA;45,7200914402;NA;30,4800609601;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"202";"The migration gained in momentum";"Jacob Lawrence";"(American, 1917-2000)";1917;2000;1;0;1;"Male";1942;1940;NA;NA;NA;45,7200914402;NA;30,4800609601;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"203";"Painting";"Nicolas de Staël";"(French, 1914-1955)";1914;1955;1;0;1;"Male";1951;1947;NA;NA;NA;195,6;NA;97,5;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"204";"Kenneth Fearing";"Alice Neel";"(American, 1900-1984)";1900;1984;1;1;0;"Female";1988;1935;NA;NA;NA;76,5;NA;66;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"205";"Parade";"Peter Blume";"(American, 1906-1992)";1906;1992;1;0;1;"Male";1935;1930;NA;NA;NA;125,1;NA;143,2;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"206";"Dance";"Maria Helena Vieira da Silva";"(French, born Portugal. 1908-1992)";1908;1992;1;1;0;"Female";1954;1938;NA;NA;NA;49,5;NA;150,5;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"207";"Painting";"Wols (A. O. Wolfgang Schulze)";"(German, 1913-1951)";1913;1951;1;0;1;"Male";1956;1946;NA;NA;NA;81;NA;81,1;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"208";"Italian Landscape";"Arthur B. Davies";"(American, 1862-1928)";1862;1928;1;0;1;"Male";1934;1925;NA;NA;NA;66,4;NA;101,9;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"209";"The Cock";"Mariano (Mariano Rodríguez)";"(Cuban, 1912-1990)";1912;1990;1;0;1;"Male";1942;1941;NA;NA;NA;74,3;NA;63,8;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"210";"Two Persons at a Table";"Raoul Ubac";"(Belgian, born Germany, 1910-1985)";1910;1985;1;0;1;"Male";1951;1950;NA;NA;NA;129,5;NA;73;NA;TRUE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"211";"Woman by a Window";"Pablo Picasso";"(Spanish, 1881-1973)";1881;1973;1;0;1;"Male";1956;1956;NA;NA;NA;162;NA;130;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"212";"Amerika VIII";"Tim Rollins, K.O.S. (Kids of Survival), Angel Abreu, Jose Burges, Robert Delgado, George Garces, Richard Lulo, Nelson Montes, José Parissi, Carlos Rivera, Annette Rosado, Nelson Ricardo Savinon";"(American, 1955-2017) (founded 1982) (American, born 1974) (American, born 1971) (American, born 1971) (American, born 1972) (American, 1971-1988) (American, born 1972) (American, born 1968) (American, born 1971) (American, born 1972) (American, born 1971)";1955;2017;10;1;9;NA;1988;1986;NA;NA;NA;175,6;NA;426,7;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"213";"The Wine Press";"Arthur B. Davies";"(American, 1862-1928)";1862;1928;1;0;1;"Male";1934;1918;NA;NA;NA;81,9;NA;61,6;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"214";"The Wheel";"Jack Tworkov";"(American, born Poland. 1900-1982)";1900;1982;1;0;1;"Male";1954;1953;NA;NA;NA;137,2;NA;127;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"215";"Untitled";"Raymond Parker";"(American, 1922-1990)";1922;1990;1;0;1;"Male";1960;1960;NA;NA;NA;182,5;NA;218,4;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"216";"Winter Scene";"Alex Katz";"(American, born 1927)";1927;NA;1;0;1;"Male";1991;1951;NA;NA;NA;61;NA;60,6;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"217";"The Day the Bosque Froze Over";"Clara McDonald Williamson";"(American, 1875-1976)";1875;1976;1;1;0;"Female";1954;1953;NA;NA;NA;50,8;NA;71,1;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"218";"Saintpaulia";"William Ronald";"(Canadian, 1926-1998)";1926;1998;1;0;1;"Male";1957;1956;NA;NA;NA;122;NA;132,9;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"219";"Violin and Grapes";"Pablo Picasso";"(Spanish, 1881-1973)";1881;1973;1;0;1;"Male";1960;1912;NA;NA;NA;60,9601;NA;50,8001;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"220";"Listen to Living";"Roberto Matta";"(Chilean, 1911-2002)";1911;2002;1;0;1;"Male";1942;1941;NA;NA;NA;74,9;NA;94,9;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"221";"The Rope Dancer Accompanies Herself with Her Shadows";"Man Ray (Emmanuel Radnitzky)";"(American, 1890-1976)";1890;1976;1;0;1;"Male";1954;1916;NA;NA;NA;132,1;NA;186,4;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"222";"Red Head, Blue Body";"Meret Oppenheim";"(Swiss, 1913-1985)";1913;1985;1;1;0;"Female";1991;1936;NA;NA;NA;80,3;NA;80,3;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"223";"The Fallen Fig";"Theodoros Stamos";"(American, 1922-1997)";1922;1997;1;0;1;"Male";1955;1949;NA;NA;NA;121,9;NA;65,7;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"224";"Abstract Forms";"Antoine Pevsner";"(French, born Russia. 1886-1962)";1886;1962;1;0;1;"Male";1936;1913;NA;NA;NA;43,8;NA;34,3;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"225";"Bear Cat";"Sarai Sherman";"(American, born 1922)";1922;NA;1;1;0;"Female";1960;1959;NA;NA;NA;100,3;NA;69,8;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"226";"No More Games";"Benny Andrews";"(American, 1930-2006)";1930;2006;1;0;1;"Male";1971;1970;NA;NA;NA;256,2;NA;126,7;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"227";"Rayonist Composition: Domination of Red";"Mikhail Larionov";"(Russian, 1881-1964)";1881;1964;1;0;1;"Male";1936;1912;NA;NA;NA;52,7;NA;72,4;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"228";"A, C And D From Group/And";"Dorothea Rockburne";"(American, born Canada 1932)";1932;NA;1;1;0;"Female";1971;1970;NA;112;NA;422,8;NA;641,3;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"229";"The Tents of Judea";"Mordecai Ardon";"(Israeli, born Poland. 1896-1992)";1896;1992;1;0;1;"Male";1952;1950;NA;NA;NA;80,9;NA;100;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"230";"Tree of Paradise";"Séraphine Louis";"(French, 1864-1942)";1864;1942;1;1;0;"Female";1970;1928;NA;NA;NA;194,9;NA;130,5;NA;TRUE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"231";"George Biddle Playing the Flute";"Alexander Brook";"(American, 1898-1980)";1898;1980;1;0;1;"Male";1935;1929;NA;NA;NA;102,6;NA;76,8;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"232";"No. 10";"Mark Rothko";"(American, born Russia (now Latvia). 1903-1970)";1903;1970;1;0;1;"Male";1952;1950;NA;NA;NA;229,6;NA;145,1;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"233";"G.U.--G.U. Well";"Alan Shields";"(American,1944-2005)";1944;2005;1;0;1;"Male";1971;1969;NA;NA;NA;296;NA;434,6;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"234";"The Boat";"Peter Blume";"(American, 1906-1992)";1906;1992;1;0;1;"Male";1952;1929;NA;NA;NA;51,1;NA;61,3;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
